2025-02-24T22:07:02.638 +0000 [ 349547256][   47388] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=15028131.257091936,5009377.085697314,20037508.342789244,10018754.171394628 HTTP/1.0"
2025-02-24T22:07:02.640 +0000 [ 349547258][   47389] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-15028131.257091936,5009377.085697314,-10018754.171394622,10018754.171394628 HTTP/1.0"
2025-02-24T22:07:02.660 +0000 [ 349547278][   47390] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=10018754.171394622,5009377.085697314,15028131.257091936,10018754.171394628 HTTP/1.0"
2025-02-24T22:07:02.665 +0000 [ 349547283][   47391] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-15028131.257091936,-10018754.171394622,-10018754.171394622,-5009377.085697311 HTTP/1.0"
2025-02-24T22:07:02.668 +0000 [ 349547286][   47392] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-10018754.171394622,-5009377.085697311,-5009377.085697311,0 HTTP/1.0"
2025-02-24T22:07:02.670 +0000 [ 349547288][   47393] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=15028131.257091936,-10018754.171394622,20037508.342789244,-5009377.085697311 HTTP/1.0"
2025-02-24T22:07:02.677 +0000 [ 349547295][   47394] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=15028131.257091936,10018754.171394628,20037508.342789244,15028131.257091928 HTTP/1.0"
2025-02-24T22:07:02.683 +0000 [ 349547301][   47395] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-10018754.171394622,0,-5009377.085697311,5009377.085697314 HTTP/1.0"
2025-02-24T22:07:02.689 +0000 [ 349547307][   47396] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-10018754.171394622,-10018754.171394622,-5009377.085697311,-5009377.085697311 HTTP/1.0"
2025-02-24T22:07:02.697 +0000 [ 349547315][   47397] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-5009377.085697311,-5009377.085697311,0,0 HTTP/1.0"
2025-02-24T22:07:02.700 +0000 [ 349547318][   47398] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=10018754.171394622,0,15028131.257091936,5009377.085697314 HTTP/1.0"
2025-02-24T22:07:02.702 +0000 [ 349547320][   47399] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=10018754.171394622,-15028131.257091928,15028131.257091936,-10018754.171394622 HTTP/1.0"
2025-02-24T22:07:02.705 +0000 [ 349547323][   47400] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=15028131.257091936,-15028131.257091928,20037508.342789244,-10018754.171394622 HTTP/1.0"
2025-02-24T22:07:02.717 +0000 [ 349547335][   47401] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=5009377.085697311,-15028131.257091928,10018754.171394622,-10018754.171394622 HTTP/1.0"
2025-02-24T22:07:02.721 +0000 [ 349547339][   47402] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-10018754.171394622,5009377.085697314,-5009377.085697311,10018754.171394628 HTTP/1.0"
2025-02-24T22:07:02.723 +0000 [ 349547341][   47403] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=5009377.085697311,-5009377.085697311,10018754.171394622,0 HTTP/1.0"
2025-02-24T22:07:02.730 +0000 [ 349547348][   47404] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-5009377.085697311,-10018754.171394622,0,-5009377.085697311 HTTP/1.0"
2025-02-24T22:07:02.742 +0000 [ 349547360][   47405] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-15028131.257091936,10018754.171394628,-10018754.171394622,15028131.257091928 HTTP/1.0"
2025-02-24T22:07:02.746 +0000 [ 349547364][   47406] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=10018754.171394622,10018754.171394628,15028131.257091936,15028131.257091928 HTTP/1.0"
2025-02-24T22:07:02.749 +0000 [ 349547367][   47407] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=5009377.085697311,5009377.085697314,10018754.171394622,10018754.171394628 HTTP/1.0"
2025-02-24T22:07:02.754 +0000 [ 349547372][   47408] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=5009377.085697311,10018754.171394628,10018754.171394622,15028131.257091928 HTTP/1.0"
2025-02-24T22:07:02.760 +0000 [ 349547378][   47409] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-10018754.171394622,10018754.171394628,-5009377.085697311,15028131.257091928 HTTP/1.0"
2025-02-24T22:07:02.767 +0000 [ 349547385][   47410] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=10018754.171394622,-5009377.085697311,15028131.257091936,0 HTTP/1.0"
2025-02-24T22:07:02.776 +0000 [ 349547394][   47411] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-5009377.085697311,5009377.085697314,0,10018754.171394628 HTTP/1.0"
2025-02-24T22:07:02.779 +0000 [ 349547397][   47412] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-20037508.342789244,-15028131.257091928,-15028131.257091936,-10018754.171394622 HTTP/1.0"
2025-02-24T22:07:02.786 +0000 [ 349547404][   47413] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-5009377.085697311,10018754.171394628,0,15028131.257091928 HTTP/1.0"
2025-02-24T22:07:02.791 +0000 [ 349547409][   47414] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-5009377.085697311,-15028131.257091928,0,-10018754.171394622 HTTP/1.0"
2025-02-24T22:07:02.801 +0000 [ 349547419][   47415] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=10018754.171394622,-10018754.171394622,15028131.257091936,-5009377.085697311 HTTP/1.0"
2025-02-24T22:07:02.812 +0000 [ 349547430][   47416] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=5009377.085697311,0,10018754.171394622,5009377.085697314 HTTP/1.0"
2025-02-24T22:07:02.825 +0000 [ 349547443][   47417] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-5009377.085697311,0,0,5009377.085697314 HTTP/1.0"
2025-02-24T22:07:02.828 +0000 [ 349547446][   47418] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-20037508.342789244,10018754.171394628,-15028131.257091936,15028131.257091928 HTTP/1.0"
2025-02-24T22:07:02.831 +0000 [ 349547449][   47419] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-15028131.257091936,-15028131.257091928,-10018754.171394622,-10018754.171394622 HTTP/1.0"
2025-02-24T22:07:02.837 +0000 [ 349547455][   47420] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=-10018754.171394622,-15028131.257091928,-5009377.085697311,-10018754.171394622 HTTP/1.0"
2025-02-24T22:07:02.849 +0000 [ 349547467][   47421] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?service=WMS&request=GetMap&layers=sst&styles=scalar-converge-final%2Fx-Sst&format=image%2Fpng&transparent=true&version=1.1.1&colorscalerange=0%2C%2032&numcolorbands=250&time=2025-06-16T00%3A00%3A00Z&logscale=false&width=256&height=256&srs=EPSG%3A3857&bbox=5009377.085697311,-10018754.171394622,10018754.171394622,-5009377.085697311 HTTP/1.0"
2025-02-24T22:07:02.932 +0000 [ 349547550][   47404] INFO  - threddsServlet - Request Completed - 200 - -1 - 202
2025-02-24T22:07:02.969 +0000 [ 349547587][   47403] INFO  - threddsServlet - Request Completed - 200 - -1 - 246
2025-02-24T22:07:02.985 +0000 [ 349547603][   47411] INFO  - threddsServlet - Request Completed - 200 - -1 - 209
2025-02-24T22:07:03.091 +0000 [ 349547709][   47394] INFO  - threddsServlet - Request Completed - 200 - -1 - 414
2025-02-24T22:07:03.205 +0000 [ 349547823][   47409] INFO  - threddsServlet - Request Completed - 200 - -1 - 445
2025-02-24T22:07:03.305 +0000 [ 349547923][   47407] INFO  - threddsServlet - Request Completed - 200 - -1 - 556
2025-02-24T22:07:03.320 +0000 [ 349547938][   47400] INFO  - threddsServlet - Request Completed - 200 - -1 - 615
2025-02-24T22:07:03.347 +0000 [ 349547965][   47418] INFO  - threddsServlet - Request Completed - 200 - -1 - 519
2025-02-24T22:07:03.348 +0000 [ 349547966][   47420] INFO  - threddsServlet - Request Completed - 200 - -1 - 511
2025-02-24T22:07:03.351 +0000 [ 349547969][   47417] INFO  - threddsServlet - Request Completed - 200 - -1 - 526
2025-02-24T22:07:03.358 +0000 [ 349547976][   47419] INFO  - threddsServlet - Request Completed - 200 - -1 - 527
2025-02-24T22:07:03.380 +0000 [ 349547998][   47397] INFO  - threddsServlet - Request Completed - 200 - -1 - 683
2025-02-24T22:07:03.388 +0000 [ 349548006][   47405] INFO  - threddsServlet - Request Completed - 200 - -1 - 646
2025-02-24T22:07:03.410 +0000 [ 349548028][   47399] INFO  - threddsServlet - Request Completed - 200 - -1 - 708
2025-02-24T22:07:03.426 +0000 [ 349548044][   47408] INFO  - threddsServlet - Request Completed - 200 - -1 - 672
2025-02-24T22:07:03.431 +0000 [ 349548049][   47406] INFO  - threddsServlet - Request Completed - 200 - -1 - 685
2025-02-24T22:07:03.473 +0000 [ 349548091][   47387] INFO  - threddsServlet - Request Completed - 200 - -1 - 844
2025-02-24T22:07:03.481 +0000 [ 349548099][   47412] INFO  - threddsServlet - Request Completed - 200 - -1 - 702
2025-02-24T22:07:03.492 +0000 [ 349548110][   47388] INFO  - threddsServlet - Request Completed - 200 - -1 - 854
2025-02-24T22:07:03.499 +0000 [ 349548117][   47416] INFO  - threddsServlet - Request Completed - 200 - -1 - 687
2025-02-24T22:07:03.501 +0000 [ 349548119][   47413] INFO  - threddsServlet - Request Completed - 200 - -1 - 715
2025-02-24T22:07:03.503 +0000 [ 349548121][   47414] INFO  - threddsServlet - Request Completed - 200 - -1 - 712
2025-02-24T22:07:03.508 +0000 [ 349548126][   47401] INFO  - threddsServlet - Request Completed - 200 - -1 - 791
2025-02-24T22:07:03.541 +0000 [ 349548159][   47421] INFO  - threddsServlet - Request Completed - 200 - -1 - 692
2025-02-24T22:07:03.550 +0000 [ 349548168][   47386] INFO  - threddsServlet - Request Completed - 200 - -1 - 923
2025-02-24T22:07:03.554 +0000 [ 349548172][   47383] INFO  - threddsServlet - Request Completed - 200 - -1 - 943
2025-02-24T22:07:03.589 +0000 [ 349548207][   47382] INFO  - threddsServlet - Request Completed - 200 - -1 - 978
2025-02-24T22:07:03.691 +0000 [ 349548309][   47392] INFO  - threddsServlet - Request Completed - 200 - -1 - 1023
2025-02-24T22:07:03.708 +0000 [ 349548326][   47393] INFO  - threddsServlet - Request Completed - 200 - -1 - 1038
2025-02-24T22:07:03.739 +0000 [ 349548357][   47391] INFO  - threddsServlet - Request Completed - 200 - -1 - 1074
2025-02-24T22:07:03.747 +0000 [ 349548365][   47415] INFO  - threddsServlet - Request Completed - 200 - -1 - 946
2025-02-24T22:07:03.808 +0000 [ 349548426][   47384] INFO  - threddsServlet - Request Completed - 200 - -1 - 1197
2025-02-24T22:07:03.809 +0000 [ 349548427][   47390] INFO  - threddsServlet - Request Completed - 200 - -1 - 1149
2025-02-24T22:07:03.818 +0000 [ 349548436][   47385] INFO  - threddsServlet - Request Completed - 200 - -1 - 1203
2025-02-24T22:07:03.849 +0000 [ 349548467][   47396] INFO  - threddsServlet - Request Completed - 200 - -1 - 1160
2025-02-24T22:07:03.864 +0000 [ 349548482][   47410] INFO  - threddsServlet - Request Completed - 200 - -1 - 1097
2025-02-24T22:07:03.873 +0000 [ 349548491][   47389] INFO  - threddsServlet - Request Completed - 200 - -1 - 1233
2025-02-24T22:07:03.905 +0000 [ 349548523][   47381] INFO  - threddsServlet - Request Completed - 200 - -1 - 1301
2025-02-24T22:07:03.911 +0000 [ 349548529][   47398] INFO  - threddsServlet - Request Completed - 200 - -1 - 1211
2025-02-24T22:07:03.914 +0000 [ 349548532][   47402] INFO  - threddsServlet - Request Completed - 200 - -1 - 1193
2025-02-24T22:07:03.933 +0000 [ 349548551][   47380] INFO  - threddsServlet - Request Completed - 200 - -1 - 1332
2025-02-24T22:07:03.947 +0000 [ 349548565][   47395] INFO  - threddsServlet - Request Completed - 200 - -1 - 1264
2025-02-24T22:07:04.799 +0000 [ 349549417][   47422] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-02-24T22:07:04.799 +0000 [ 349549417][   47422] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-02-24T22:07:14.474 +0000 [ 349559092][   47423] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?layers=sst&styles=scalar-converge-final%2Fx-Sst&transparent=True&format=image%2Fpng&srs=EPSG%3A3857&version=1.1.1&colorscalerange=0,32&bbox=-30064803.651584886,-15374047.32183318,30064803.651584886,15374047.32183318&width=1760&height=900&request=GetMap&service=WMS HTTP/1.0"
2025-02-24T22:07:14.883 +0000 [ 349559501][   47424] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-02-24T22:07:14.883 +0000 [ 349559501][   47424] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-02-24T22:07:14.999 +0000 [ 349559617][   47423] INFO  - threddsServlet - Request Completed - 200 - -1 - 525
2025-02-24T22:07:15.806 +0000 [ 349560424][   47425] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?layers=sst&styles=scalar-converge-final%2Fx-Sst&transparent=True&format=image%2Fpng&srs=EPSG%3A3857&version=1.1.1&colorscalerange=0,32&bbox=-11175833.50274627,-15749857.36747799,48953773.8004235,14998237.27618837&width=1760&height=900&request=GetMap&service=WMS HTTP/1.0"
2025-02-24T22:07:16.927 +0000 [ 349561545][   47426] INFO  - threddsServlet - Remote host: 172.25.0.1 - Request: "GET /thredds/wms/POP/model/regional/bom/forecast/monthly/accesss/seasonal_sst/latest.nc?layers=sst&styles=scalar-converge-final%2Fx-Sst&transparent=True&format=image%2Fpng&srs=EPSG%3A3857&version=1.1.1&colorscalerange=0,32&bbox=6535779.165812049,-9014316.360903885,36600582.817396924,6359730.96092929&width=1760&height=900&request=GetMap&service=WMS HTTP/1.0"
2025-02-24T22:07:17.222 +0000 [ 349561840][   47425] INFO  - threddsServlet - Request Completed - 200 - -1 - 1416
2025-02-24T22:07:18.846 +0000 [ 349563464][   47426] INFO  - threddsServlet - Request Completed - 200 - -1 - 1919
2025-02-24T22:07:24.945 +0000 [ 349569563][   47427] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-02-24T22:07:24.945 +0000 [ 349569563][   47427] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-02-24T22:07:35.002 +0000 [ 349579620][   47428] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-02-24T22:07:35.002 +0000 [ 349579620][   47428] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
2025-02-24T22:07:45.060 +0000 [ 349589678][   47429] INFO  - threddsServlet - Remote host: 127.0.0.1 - Request: "GET /thredds/catalog.html HTTP/1.1"
2025-02-24T22:07:45.060 +0000 [ 349589678][   47429] INFO  - threddsServlet - Request Completed - 302 - -1 - 0
